Article_ID,Title,IC1,IC2,IC3,IC4,IC5,EC1,EC2,EC3,EC4,EC5,EC6,Inclusion_Score,Exclusion_Flag,Screening_Decision,Exclusion_Reason,Screening_Notes
OA-0574,Transformers in computational visual media: A survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0575,Transformer Meets Remote Sensing Video Detection and Tracking: A Comprehensive Survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0576,"A Survey on Efficient Vision Transformers: Algorithms, Techniques, and Performance Benchmarking",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0577,Neural Architecture Search for Transformers: A Survey,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0578,Modeling air quality PM2.5 forecasting using deep sparse attention-based transformer networks,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0579,Advanced hybrid LSTM-transformer architecture for real-time multi-task prediction in engineering systems,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0580,Quantum-inspired multimodal fusion for video sentiment analysis,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0581,"Efficient Deep Learning: A Survey on Making Deep Learning Models Smaller, Faster, and Better",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0582,An enhanced speech emotion recognition using vision transformer,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0583,Cross-Domain Sentiment Classification With Bidirectional Contextualized Transformer Language Models,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0584,A vision transformer for emphysema classification using CT images,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0585,A Survey of Text Classification With Transformers: How Wide? How Large? How Long? How Accurate? How Expensive? How Safe?,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0586,Is text preprocessing still worth the time? A comparative survey on the influence of popular preprocessing methods on Transformers and traditional classifiers,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0587,DTCM: Deep Transformer Capsule Mutual Distillation for Multivariate Time Series Classification,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0588,An Efficient Human Activity Recognition Using Hybrid Features and Transformer Model,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0589,Transformers in Single Object Tracking: An Experimental Survey,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0590,Transformer-based image and video inpainting: current challenges and future directions,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0591,xViTCOS: Explainable Vision Transformer Based COVID-19 Screening Using Radiography,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0592,Deep Transfer Learning & Beyond: Transformer Language Models in Information Systems Research,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0593,An overview of transformers for video anomaly detection,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0594,"Progress in Neural NLP: Modeling, Learning, and Reasoning",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0595,Object detection using convolutional neural networks and transformer-based models: a review,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0596,Object Detection with Transformers: A Review,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0597,A generalist vision–language foundation model for diverse biomedical tasks,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0598,"A survey of transformers and large language models for ECG diagnosis: advances, challenges, and future directions",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0599,Continuous 3D Multi-Channel Sign Language Production via Progressive Transformers and Mixture Density Networks,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0600,Graph Transformers: A Survey,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0601,The Breakthrough of Large Language Models Release for Medical Applications: 1-Year Timeline and Perspectives,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0602,🧜Siren’s Song in the AI Ocean: A Survey on Hallucination in Large Language Models,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0603,"A Review of Current Trends, Techniques, and Challenges in Large Language Models (LLMs)",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0604,PMC-LLaMA: toward building open-source language models for medicine,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0605,Spatial-Temporal Convolutional Transformer Network for Multivariate Time Series Forecasting,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0606,Household Energy Consumption Prediction Using the Stationary Wavelet Transform and Transformers,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0607,Unleashing the transformers: NLP models detect AI writing in education,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0608,Natural language processing with transformers: a review,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0609,World models and predictive coding for cognitive and developmental robotics: frontiers and challenges,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,NO,Candidate,-,Lolos screening judul/abstrak (Memenuhi kriteria domain World Model Video & evaluasi empiris)
OA-0610,Video description: A comprehensive survey of deep learning approaches,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0611,Fraudulent account detection in social media using hybrid deep transformer model and hyperparameter optimization,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0612,Swinv2-Imagen: hierarchical vision transformer diffusion models for text-to-image generation,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0613,Dense Video Captioning With Early Linguistic Information Fusion,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0614,How large language models including generative pre-trained transformer (GPT) 3 and 4 will impact medicine and surgery,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0615,Large Language Models and the Reverse Turing Test,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0616,A BiLSTM–Transformer and 2D CNN Architecture for Emotion Recognition from Speech,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0617,An Attentive Survey of Attention Models,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0618,Deep generative models for peptide design,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0619,A self-attention–based neural network for three-dimensional multivariate modeling and its skillful ENSO predictions,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0620,SymFormer: End-to-End Symbolic Regression Using Transformer-Based Architecture,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0621,A Review of Transformer-Based Approaches for Image Captioning,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0622,An Overview of Vision Transformers for Image Processing: A Survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0623,FuXi: a cascade machine learning forecasting system for 15-day global weather forecast,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0624,Analyzing Transformer Insulation Paper Prognostics and Health Management: A Modeling Framework Perspective,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0625,"Multimodal music emotion recognition in Indonesian songs based on CNN-LSTM, XLNet transformers",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0626,"Deep Learning for Anomaly Detection in Time-Series Data: Review, Analysis, and Guidelines",No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0627,Foundation models and Transformers for anomaly detection: A survey,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
OA-0628,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0629,"Modules for Experiments in Stellar Astrophysics ( ): Convective Boundaries, Element Diffusion, and Massive Star Explosions",No,No,No,No,No,No,No,No,Yes,No,No,0,YES,Exclude,EC4: Bukan domain observasi video / visual sekuensial (data teks/tabular/graf statis),Tidak memuat dinamika temporal observasi video
OA-0630,Net emission reductions from electric cars and heat pumps in 59 world regions over time,No,No,No,No,No,No,No,Yes,No,No,No,0,YES,Exclude,EC3: Topik tidak relevan (Bukan arsitektur world model / out of scope),Fokus pada AI umum / klasifikasi konvensional tanpa pemodelan world dynamics
